CODICE_VIA;STATO;TIPO;DENOMINAZIONE;DATA_INTITOLAZIONE;ANNO_SOPPRESSIONE;DESCRITTIVO;ANNCSU;OPENSTREETMAP;PROGANNCSU;TOPONIMO_OSM;RATIO
540;2;1;CELESTINO IV;0;0;CELESTINO IV;CELESTINO QUARTO;CELESTINO QUARTO;;Via Celestino IV;100
541;2;11;PORTA TICINESE (DI);0;0;DI PORTA TICINESE;DI PORTA TICINESE;DI PORTA TICINESE;;Corso di Porta Ticinese;100
542;2;4;CARROBBIO;0;0;CARROBBIO;CARROBBIO;CARROBBIO;;Carrobbio;90
543;2;1;TORINO;0;0;TORINO;TORINO;TORINO;;Via Torino;100
544;2;15;OSII (DEGLI);0;0;DEGLI OSII;DEGLI OSII;DEGLI OSII;;Passaggio degli Osii;100
545;2;15;SCUOLE PALATINE;0;0;SCUOLE PALATINE;SCUOLE PALATINE;SCUOLE PALATINE;;Passaggio Scuole Palatine;100
546;2;3;MERCANTI (DEI);19990114;;DEI MERCANTI;DEI MERCANTI;DEI MERCANTI;;Piazza dei Mercanti;100
547;2;1;OREFICI;0;0;OREFICI;OREFICI;OREFICI;;Via Orefici;100
548;2;1;HUGO VICTOR;0;0;VICTOR HUGO;VICTOR HUGO;VICTOR HUGO;;Via Victor Hugo;100
549;2;1;PIO IV;0;0;PIO IV;PIO QUARTO;PIO QUARTO;;Via Pio IV;100
550;2;1;NOVATI FRANCESCO;0;0;FRANCESCO NOVATI;FRANCESCO NOVATI;FRANCESCO NOVATI;;Via Francesco Novati;100
551;2;1;CAMINADELLA;0;0;CAMINADELLA;CAMINADELLA;CAMINADELLA;;Via Caminadella;100
552;2;1;ORAZIO;0;0;ORAZIO;ORAZIO;ORAZIO;;Via Orazio;100
553;2;1;OLMETTO;0;0;OLMETTO;OLMETTO;OLMETTO;;Via Olmetto;100
554;2;1;LANZONE;0;0;LANZONE;LANZONE;LANZONE;;Via Lanzone;100
555;2;1;CORRENTI CESARE;0;0;CESARE CORRENTI;CESARE CORRENTI;CESARE CORRENTI;;Via Cesare Correnti;100
556;2;1;TORCHIO (DEL);0;0;DEL TORCHIO;DEL TORCHIO;DEL TORCHIO;;Via del Torchio;100
557;2;1;CIRCO;0;0;CIRCO;CIRCO;CIRCO;;Via Circo;100
558;2;1;MEDICI;0;0;MEDICI;MEDICI;MEDICI;;Via Medici;100
559;2;3;MASSAIA GUGLIELMO;0;0;GUGLIELMO MASSAIA;GUGLIELMO MASSAIA;GUGLIELMO MASSAIA;;Piazza Guglielmo Massaia;100
560;2;3;MENTANA;0;0;MENTANA;MENTANA;MENTANA;;Piazza Mentana;100
561;2;1;BAGNERA;0;0;BAGNERA;BAGNERA;BAGNERA;;Via Bagnera;100
562;2;1;MARTA (SANTA);0;0;SANTA MARTA;SANTA MARTA;SANTA MARTA;;Via Santa Marta;100
563;2;1;MAURILIO (SAN);0;0;SAN MAURILIO;SAN MAURILIO;SAN MAURILIO;;Via San Maurilio;100
564;2;1;NERINO;0;0;NERINO;NERINO;NERINO;;Via Nerino;100
565;2;1;ZECCA VECCHIA;0;0;ZECCA VECCHIA;ZECCA VECCHIA;ZECCA VECCHIA;;Via Zecca Vecchia;100
566;2;1;FOSSE ARDEATINE;0;0;FOSSE ARDEATINE;FOSSE ARDEATINE;FOSSE ARDEATINE;;Via Fosse Ardeatine;100
567;2;3;SEPOLCRO (SAN);0;0;SAN SEPOLCRO;SAN SEPOLCRO;SAN SEPOLCRO;;Piazza San Sepolcro;100
568;2;1;BOLLO (DEL);0;0;DEL BOLLO;DEL BOLLO;DEL BOLLO;;Via del Bollo;100
569;2;1;BOCCHETTO;0;0;BOCCHETTO;BOCCHETTO;BOCCHETTO;;Via Bocchetto;100
570;2;1;MONETA;0;0;MONETA;MONETA;MONETA;;Via Moneta;100
571;2;1;AMBROSIANA (DELL');0;0;DELL'AMBROSIANA;DELL'AMBROSIANA;DELL'AMBROSIANA;;Via dell'Ambrosiana;100
572;2;3;PIO XI;0;0;PIO XI;PIO UNDICESIMO;PIO UNDICESIMO;;Piazza Pio XI;100
573;2;1;CANTU' CESARE;0;0;CESARE CANTU';CESARE CANTU';CESARE CANTU';;Via Cesare Cantù;97
574;2;1;DE AMICIS EDMONDO;0;0;EDMONDO DE AMICIS;EDMONDO DE AMICIS;EDMONDO DE AMICIS;;Via Edmondo De Amicis;100
575;2;24;MERCANTI;0;0;SOTTOVIA MERCANTI;MERCANTI; ;;;100
576;2;1;MARIA PODONE (SANTA);0;0;SANTA MARIA PODONE;SANTA MARIA PODONE;SANTA MARIA PODONE;;Via Santa Maria Podone;100
577;2;1;CARDINAL FEDERICO;0;0;CARDINAL FEDERICO;CARDINALE FEDERICO;CARDINALE FEDERICO;;Via Cardinale Federico;98
578;2;1;ASOLE (DELLE);0;0;DELLE ASOLE;DELLE ASOLE;DELLE ASOLE;;Via delle Asole;100
579;2;21;ESCRIVA' JOSEMARIA (SAN);20030118;0;SAN JOSEMARIA ESCRIVA';SAN JOSEMARIA ESCRIVA';SAN JOSEMARIA ESCRIV?;;Piazzetta San Josemaria Escrivà;98
580;2;1;PAPA GREGORIO XIV;0;0;PAPA GREGORIO XIV;PAPA GREGORIO QUATTORDICESIMO;PAPA GREGORIO QUATTORDICESIMO;;Via Papa Gregorio XIV;100
581;2;3;GIORGIO (SAN);0;0;SAN GIORGIO;SAN GIORGIO;SAN GIORGIO;;Piazza San Giorgio;100
582;2;1;CORNAGGIA CARLO OTTAVIO;0;0;CARLO OTTAVIO CORNAGGIA;CARLO OTTAVIO CORNAGGIA;CARLO OTTAVIO CORNAGGIA;;Via Carlo Ottavio Cornaggia;100
583;2;1;BARELLAI GIUSEPPE;0;0;GIUSEPPE BARELLAI;GIUSEPPE BARELLAI;GIUSEPPE BARELLAI;;Via Giuseppe Barellai;100
584;2;3;BERTARELLI LUIGI VITTORIO;0;0;LUIGI VITTORIO BERTARELLI;LUIGI VITTORIO BERTARELLI;LUIGI VITTORIO BERTARELLI;;Piazza Luigi Vittorio Bertarelli;100
585;2;1;DISCIPLINI;0;0;DISCIPLINI;DISCIPLINI;DISCIPLINI;;Via Disciplini;100
586;2;1;PALLA (DELLA);0;0;DELLA PALLA;DELLA PALLA;DELLA PALLA;;Via della Palla;100
587;2;1;CROCEFISSO;0;0;CROCEFISSO;CROCEFISSO;CROCEFISSO;;Via Crocefisso;100
588;2;1;URBANO III;0;0;URBANO III;URBANO TERZO;URBANO TERZO;;Via Urbano III;100
589;2;1;CARDINAL CAPRARA;0;0;CARDINAL CAPRARA;CARDINALE GIOVANNI BATTISTA CAPRARA;CARDINALE CAPRARA;;Via Cardinale Caprara;98
590;2;1;CHIUSA (DELLA);0;0;DELLA CHIUSA;DELLA CHIUSA;DELLA CHIUSA;;Via della Chiusa;100
591;2;1;MOLINO DELLE ARMI;0;0;MOLINO DELLE ARMI;MOLINO DELLE ARMI;MOLINO DELLE ARMI;;Via Molino delle Armi;100
592;2;1;CAMPO LODIGIANO;0;0;CAMPO LODIGIANO;CAMPO LODIGIANO;CAMPO LODIGIANO;;Via Campo Lodigiano;100
593;2;1;FABBRI (DEI);0;0;DEI FABBRI;DEI FABBRI;DEI FABBRI;;Via dei Fabbri;100
594;2;1;MORA GIAN GIACOMO;0;0;GIAN GIACOMO MORA;GIAN GIACOMO MORA;GIAN GIACOMO MORA;;Via Gian Giacomo Mora;100
595;2;3;RESISTENZA PARTIGIANA;0;0;DELLA RESISTENZA PARTIGIANA;DELLA RESISTENZA PARTIGIANA;DELLA RESISTENZA PARTIGIANA;;Piazza della Resistenza Partigiana;100
596;2;1;DON (DEL);0;0;DEL DON;DEL DON;DEL DON;;Via privata del Don;85
597;2;1;WITTGENS FERNANDA;0;0;FERNANDA WITTGENS;FERNANDA WITTGENS;FERNANDA WITTGENS;;Via Fernanda Wittgens;100
598;2;1;MERCANTI;0;0;DEI MERCANTI;DEI MERCANTI;MERCANTI;;Via Mercanti;95
600;2;4;D'ANCONA PAOLO;19000101;;PAOLO D'ANCONA;PAOLO D'ANCONA;PAOLO D'ANCONA;;Largo Paolo D'Ancona;100
601;2;7;CADORNA LUIGI;0;0;LUIGI CADORNA;LUIGI CADORNA;LUIGI CADORNA;;Piazzale Luigi Cadorna;100
602;2;1;CARDUCCI GIOSUE';0;0;GIOSUE' CARDUCCI;GIOSUE' CARDUCCI;GIOSU? CARDUCCI;;Via Giosuè Carducci;95
603;2;1;NICOLAO (SAN);0;0;SAN NICOLAO;SAN NICOLAO;SAN NICOLAO;;Via San Nicolao;100
604;2;11;MAGENTA;0;0;MAGENTA;MAGENTA;MAGENTA;;Corso Magenta;100
605;2;1;BRENTANO GIUSEPPE;0;0;GIUSEPPE BRENTANO;GIUSEPPE BRENTANO;GIUSEPPE BRENTANO;;Via Giuseppe Brentano;100
606;2;1;ILLICA LUIGI;0;0;LUIGI ILLICA;LUIGI ILLICA;LUIGI ILLICA;;Via Luigi Illica;100
607;2;1;PUCCINI GIACOMO;0;0;GIACOMO PUCCINI;GIACOMO PUCCINI;GIACOMO PUCCINI;;Via Giacomo Puccini;100
608;2;1;ORSOLE (DELLE);0;0;DELLE ORSOLE;DELLE ORSOLE;DELLE ORSOLE;;Via delle Orsole;100
609;2;1;GIOVANNI SUL MURO (SAN);0;0;SAN GIOVANNI SUL MURO;SAN GIOVANNI SUL MURO;SAN GIOVANNI SUL MURO;;Via San Giovanni sul Muro;100
610;2;1;CAMPERIO MANFREDO;0;0;MANFREDO CAMPERIO;MANFREDO CAMPERIO;MANFREDO CAMPERIO;;Via Manfredo Camperio;100
611;2;1;PORLEZZA;0;0;PORLEZZA;PORLEZZA;PORLEZZA;;Via Porlezza;100
612;2;1;DANTE;0;0;DANTE;DANTE;DANTE;;Via Dante;100
613;2;1;GIULINI GIORGIO;0;0;GIORGIO GIULINI;GIORGIO GIULINI;GIORGIO GIULINI;;Via Giorgio Giulini;100
614;2;1;MERAVIGLI;0;0;MERAVIGLI;MERAVIGLI;MERAVIGLI;;Via Meravigli;100
615;2;5;GIOVANNI SUL MURO (SAN);0;0;SAN GIOVANNI SUL MURO;DI VIA SAN GIOVANNI SUL MURO;SAN GIOVANNI SUL MURO;;Vicolo San Giovanni sul Muro;100
616;2;3;PIETRO E LINO (SANTI);0;0;SANTI PIETRO E LINO;SANTI PIETRO E LINO;SANTI PIETRO E LINO;;Piazza Santi Pietro e Lino;100
617;2;5;MARIA ALLA PORTA (SANTA);0;0;SANTA MARIA ALLA PORTA;DI VIA SANTA MARIA ALLA PORTA;SANTA MARIA ALLA PORTA;;Vicolo Santa Maria alla Porta;100
619;2;1;VITTORE AL TEATRO (SAN);0;0;SAN VITTORE AL TEATRO;SAN VITTORE AL TEATRO;SAN VITTORE AL TEATRO;;Via San Vittore al Teatro;100
620;2;1;MARIA ALLA PORTA (SANTA);0;0;SANTA MARIA ALLA PORTA;SANTA MARIA ALLA PORTA;SANTA MARIA ALLA PORTA;;Via Santa Maria alla Porta;100
621;2;3;AFFARI (DEGLI);0;0;DEGLI AFFARI;DEGLI AFFARI;DEGLI AFFARI;;Piazza degli Affari;100
622;2;1;MARIA TERESA;0;0;MARIA TERESA;MARIA TERESA;MARIA TERESA;;Via Privata Maria Teresa;85
623;2;1;NEGRI GAETANO;0;0;GAETANO NEGRI;GAETANO NEGRI;GAETANO NEGRI;;Via Gaetano Negri;100
624;2;1;MARIA SEGRETA (SANTA);0;0;SANTA MARIA SEGRETA;SANTA MARIA SEGRETA;SANTA MARIA SEGRETA;;Via Santa Maria Segreta;100
625;2;1;CASATI GABRIO;0;0;GABRIO CASATI;GABRIO CASATI;GABRIO CASATI;;Via Gabrio Casati;100
626;2;3;CORDUSIO;0;0;CORDUSIO;CORDUSIO;CORDUSIO;;Piazza Cordusio;100
627;2;1;CORDUSIO;0;0;CORDUSIO;CORDUSIO;CORDUSIO;;Via Cordusio;100
628;2;3;EDISON TOMMASO;0;0;EDISON TOMMASO;TOMMASO EDISON;TOMMASO EDISON;;Piazza Tommaso Edison;95
629;2;1;POSTA (DELLA);0;0;DELLA POSTA;DELLA POSTA;DELLA POSTA;;Via della Posta;100
630;2;1;MARIA FULCORINA (SANTA);0;0;SANTA MARIA FULCORINA;SANTA MARIA FULCORINA;SANTA MARIA FULCORINA;;Via Santa Maria Fulcorina;100
631;2;3;BORROMEO;0;0;BORROMEO;BORROMEO;BORROMEO;;Piazza Borromeo;100
632;2;1;BORROMEI;0;0;BORROMEI;BORROMEI;BORROMEI;;Via Borromei;100
633;2;1;MORIGI;0;0;MORIGI;MORIGI;MORIGI;;Via Morigi;100
634;2;1;CAPPUCCIO;0;0;CAPPUCCIO;CAPPUCCIO;CAPPUCCIO;;Via Cappuccio;100
635;2;1;GORANI;0;0;GORANI;GORANI;GORANI;;Via Gorani;100
636;2;1;VIGNA;0;0;VIGNA;VIGNA;VIGNA;;Via Vigna;100
637;2;1;BRISA;0;0;BRISA;BRISA;BRISA;;Via Brisa;100
638;2;1;LUINI BERNARDINO;0;0;BERNARDINO LUINI;BERNARDINO LUINI;BERNARDINO LUINI;;Via Bernardino Luini;100
639;2;1;ANSPERTO;0;0;ANSPERTO;ANSPERTO;ANSPERTO;;Via Ansperto;100
640;2;1;NIRONE;0;0;NIRONE;NIRONE;NIRONE;;Via Nirone;100
641;2;1;VALERIA (SANTA);0;0;SANTA VALERIA;SANTA VALERIA;SANTA VALERIA;;Via Santa Valeria;100
642;2;1;NECCHI LODOVICO;0;0;LODOVICO NECCHI;LODOVICO NECCHI;LODOVICO NECCHI;;Via Lodovico Necchi;100
643;2;3;AMBROGIO (SANT');0;0;SANT'AMBROGIO;SANT'AMBROGIO;SANT'AMBROGIO;;Piazza Sant'Ambrogio;100
644;2;1;TERRAGGIO;0;0;TERRAGGIO;TERRAGGIO;TERRAGGIO;;Via Terraggio;100
645;2;1;BUTTINONE BERNARDINO;0;0;BERNARDINO BUTTINONE;BERNARDINO BUTTINONE;BERNARDINO BUTTINONE;;Via Bernardino Buttinone;100
646;2;17;BORELLA GIUSEPPE;0;0;GIUSEPPE BORELLA;GIUSEPPE BORELLA;GIUSEPPE BORELLA;;Galleria Giuseppe Borella;100
647;2;1;VITTORE (SAN);0;0;SAN VITTORE;SAN VITTORE;SAN VITTORE;;Via San Vittore;100
648;2;1;AGNESE (SANT');0;0;SANT'AGNESE;SANT'AGNESE;SANT'AGNESE;;Via Sant'Agnese;100
649;2;1;ORSOLA (SANT');0;0;SANT'ORSOLA;SANT'ORSOLA;SANT'ORSOLA;;Via Sant'Orsola;100
650;2;1;VALPETROSA;0;0;VALPETROSA;VALPETROSA;VALPETROSA;;Via Valpetrosa;100
651;2;4;GEMELLI FRA' AGOSTINO;0;0;FRA AGOSTINO GEMELLI;FRA AGOSTINO GEMELLI;FRA AGOSTINO GEMELLI;;Largo Fra Agostino Gemelli;100
652;2;4;CADUTI MILANESI PER LA PATRIA (AI);20030510;;AI CADUTI MILANESI PER LA PATRIA;AI CADUTI MILANESI PER LA PATRIA;AI CADUTI MILANESI PER LA PATRIA;;Largo ai Caduti Milanesi per la Patria;100
653;2;4;ANSPERTO;0;0;ANSPERTO;ANSPERTO;ANSPERTO;;;100
654;2;4;CROCETTA (DELLA);0;0;DELLA CROCETTA;DELLA CROCETTA;DELLA CROCETTA;;Largo della Crocetta;100
655;2;3;QUASIMODO SALVATORE;0;0;SALVATORE QUASIMODO;SALVATORE QUASIMODO;SALVATORE QUASIMODO;;Piazza Salvatore Quasimodo;100
656;2;4;GALLARATI SCOTTI TOMMASO;0;0;TOMMASO GALLARATI SCOTTI;TOMMASO GALLARATI SCOTTI;TOMMASO GALLARATI SCOTTI;;Largo Tommaso Gallarati Scotti;100
657;2;4;BERSAGLIERI (DEI);0;0;DEI BERSAGLIERI;DEI BERSAGLIERI;DEI BERSAGLIERI;;Largo dei Bersaglieri;100
658;2;27;CALDERINI ARISTIDE;19911127;0;CALDERINI ARISTIDE;ARISTIDE CALDERINI;ARISTIDE CALDERINI;;;100
702;2;1;BERETTA ANTONIO;0;0;ANTONIO BERETTA;ANTONIO BERETTA;ANTONIO BERETTA;;Via Antonio Beretta;100
703;2;1;LANZA GIOVANNI;0;0;GIOVANNI LANZA;GIOVANNI LANZA;GIOVANNI LANZA;;Via Giovanni Lanza;100
704;2;3;CASTELLO;0;0;CASTELLO;CASTELLO;CASTELLO;;Piazza Castello;100
705;2;1;JACINI STEFANO;0;0;STEFANO JACINI;STEFANO JACINI;STEFANO JACINI;;Via Stefano Jacini;100
706;2;1;PALEOCAPA PIETRO;0;0;PIETRO PALEOCAPA;PIETRO PALEOCAPA;PIETRO PALEOCAPA;;Via Pietro Paleocapa;100
707;2;1;MINGHETTI MARCO;0;0;MARCO MINGHETTI;MARCO MINGHETTI;MARCO MINGHETTI;;Via Marco Minghetti;100
708;2;1;RICASOLI BETTINO;0;0;BETTINO RICASOLI;BETTINO RICASOLI;BETTINO RICASOLI;;Via Bettino Ricasoli;100
709;2;1;BELTRAMI LUCA;0;0;LUCA BELTRAMI;LUCA BELTRAMI; ;;Via Luca Beltrami;100
710;2;4;CAIROLI;0;0;CAIROLI;CAIROLI;CAIROLI;;Largo Cairoli;100
711;2;16;BUONAPARTE;0;0;BUONAPARTE;BUONAPARTE;BUONAPARTE;;Foro Buonaparte;100
712;2;1;TIVOLI;0;0;TIVOLI;TIVOLI;TIVOLI;;Via Tivoli;100
713;2;1;ERBE (DELLE);0;0;DELLE ERBE;DELLE ERBE;DELLE ERBE;;Via delle Erbe;100
714;2;1;ARCO;0;0;ARCO;ARCO;ARCO;;Via Arco;100
715;2;1;LANDOLFO;0;0;LANDOLFO;LANDOLFO;LANDOLFO;;Via Landolfo;100
716;2;1;SACCHI GIUSEPPE;0;0;GIUSEPPE SACCHI;GIUSEPPE SACCHI;GIUSEPPE SACCHI;;Via Giuseppe Sacchi;100
717;2;1;MERCATO;0;0;MERCATO;MERCATO;MERCATO;;Via Mercato;100
718;2;1;PONTE VETERO;0;0;PONTE VETERO;PONTE VETERO;PONTE VETERO;;Via Ponte Vetero;100
719;2;1;CUSANI;0;0;CUSANI;CUSANI;CUSANI;;Via Cusani;100
720;2;1;BROLETTO;0;0;BROLETTO;BROLETTO;BROLETTO;;Via Broletto;100
721;2;1;PROSPERO (SAN);0;0;SAN PROSPERO;SAN PROSPERO;SAN PROSPERO;;Via San Prospero;100
722;2;1;ROVELLO;0;0;ROVELLO;ROVELLO;ROVELLO;;Via Rovello;100
723;2;1;TOMASO (SAN);0;0;SAN TOMASO;SAN TOMASO;SAN TOMASO;;Via San Tomaso;100
724;2;1;SELLA QUINTINO;0;0;QUINTINO SELLA;QUINTINO SELLA;QUINTINO SELLA;;Via Quintino Sella;100
725;2;1;POZZONE GIUSEPPE;0;0;GIUSEPPE POZZONE;GIUSEPPE POZZONE;GIUSEPPE POZZONE;;Via Giuseppe Pozzone;100
726;2;4;GREPPI ANTONIO;0;0;ANTONIO GREPPI;ANTONIO GREPPI;ANTONIO GREPPI;;Largo Antonio Greppi;100
727;2;4;CALLAS MARIA;19941213;0;MARIA CALLAS;MARIA CALLAS;MARIA CALLAS;;Largo Maria Callas;100
911;2;3;STATI UNITI D'AMERICA;20020128;0;STATI UNITI D'AMERICA;STATI UNITI D'AMERICA;STATI UNITI D'AMERICA;;Piazza Stati Uniti d'America;100
1006;2;1;CAPRONI GIANNI;19720615;;GIANNI CAPRONI;GIANNI CAPRONI;GIANNI CAPRONI;;Via Gianni Caproni;100
1007;2;3;EINAUDI LUIGI;0;0;LUIGI EINAUDI;LUIGI EINAUDI;LUIGI EINAUDI;;Piazza Luigi Einaudi;100
1008;2;2;LIBERAZIONE (DELLA);0;0;DELLA LIBERAZIONE;DELLA LIBERAZIONE;DELLA LIBERAZIONE;;Viale della Liberazione;100
1009;2;4;DONEGANI GUIDO;0;0;GUIDO DONEGANI;GUIDO DONEGANI;GUIDO DONEGANI;;Largo Guido Donegani;100
1010;2;11;GARIBALDI GIUSEPPE;0;0;GIUSEPPE GARIBALDI;GIUSEPPE GARIBALDI;GIUSEPPE GARIBALDI;;Corso Giuseppe Garibaldi;100
1011;2;1;STREHLER GIORGIO GIA' VIA DEGLI ANGIOLI;20080701;;GIORGIO STREHLER;GIORGIO STREHLER;GIORGIO STREHLER;;Via Giorgio Strehler;100
1012;2;1;ANFITEATRO;0;0;ANFITEATRO;ANFITEATRO;ANFITEATRO;;Via Anfiteatro;100
1013;2;1;SOLERA MANTEGAZZA LAURA;0;0;LAURA SOLERA MANTEGAZZA;LAURA SOLERA MANTEGAZZA;LAURA SOLERA MANTEGAZZA;;Via Laura Solera Mantegazza;100
1014;2;1;VASTO;0;0;VASTO;VASTO;VASTO;;Via Vasto;100
1015;2;1;PORTA TENAGLIA (DI);0;0;DI PORTA TENAGLIA;DI PORTA TENAGLIA;DI PORTA TENAGLIA;;Via di Porta Tenaglia;100
1016;2;1;MOSCOVA (DELLA);0;0;DELLA MOSCOVA;DELLA MOSCOVA;DELLA MOSCOVA;;Via della Moscova;100
1017;2;1;PINAMONTE DA VIMERCATE;0;0;PINAMONTE DA VIMERCATE;PINAMONTE DA VIMERCATE;PINAMONTE DA VIMERCATE;;Via Pinamonte da Vimercate;100
1018;2;1;VOLTA ALESSANDRO;0;0;ALESSANDRO VOLTA;ALESSANDRO VOLTA;ALESSANDRO VOLTA;;Via Alessandro Volta;100
1019;2;1;SIMPLICIANO (SAN);0;0;SAN SIMPLICIANO;SAN SIMPLICIANO;SAN SIMPLICIANO;;Via San Simpliciano;100
1020;2;1;TESSA DELIO;0;0;DELIO TESSA;DELIO TESSA;DELIO TESSA;;Via Delio Tessa;100
1022;2;1;CAVALIERI DEL SANTO SEPOLCRO;0;0;DEI CAVALIERI DEL SANTO SEPOLCRO;DEI CAVALIERI DEL SANTO SEPOLCRO;CAVALIERI DEL SANTO SEPOLCRO;;Via Cavalieri del Santo Sepolcro;95
1023;2;1;ANCONA;0;0;ANCONA;ANCONA;ANCONA;;Via Ancona;100
1024;2;1;CHIOSTRI (DEI);0;0;DEI CHIOSTRI;DEI CHIOSTRI;DEI CHIOSTRI;;Via dei Chiostri;100
1025;2;1;PALERMO;0;0;PALERMO;PALERMO;PALERMO;;Via Palermo;100
1026;2;4;TREVES CLAUDIO;0;0;CLAUDIO TREVES;CLAUDIO TREVES;CLAUDIO TREVES;;Largo Claudio Treves;100
1027;2;3;SIMPLICIANO (SAN);0;0;SAN SIMPLICIANO;SAN SIMPLICIANO;SAN SIMPLICIANO;;Piazza San Simpliciano;100
1028;2;1;SOLFERINO;0;0;SOLFERINO;SOLFERINO;SOLFERINO;;Via Solferino;100
1029;2;1;STATUTO;0;0;STATUTO;STATUTO;STATUTO;;Via Statuto;100
1030;2;1;LOVANIO;0;0;LOVANIO;LOVANIO;LOVANIO;;Via Lovanio;100
1031;2;1;VARESE;0;0;VARESE;VARESE;VARESE;;Via Varese;100
1032;2;1;PONTIDA;0;0;PONTIDA;PONTIDA;PONTIDA;;Via Pontida;100
1033;2;4;LA FOPPA;0;0;LA FOPPA;LA FOPPA;LA FOPPA;;Largo La Foppa;100
1034;2;1;MILAZZO;0;0;MILAZZO;MILAZZO;MILAZZO;;Via Milazzo;100
1035;2;1;MARSALA;0;0;MARSALA;MARSALA;MARSALA;;Via Marsala;100
1036;2;1;MARCO (SAN);0;0;SAN MARCO;SAN MARCO;SAN MARCO;;Via San Marco;100
1037;2;1;MONTEBELLO;0;0;MONTEBELLO;MONTEBELLO;MONTEBELLO;;Via Montebello;100
1038;2;3;MIRABELLO CARLO;0;0;CARLO MIRABELLO;CARLO MIRABELLO;CARLO MIRABELLO;;Piazza Carlo Mirabello;100
1039;2;1;GOITO;0;0;GOITO;GOITO;GOITO;;Via Goito;100
1040;2;3;MARCO (SAN);0;0;SAN MARCO;SAN MARCO;SAN MARCO;;Piazza San Marco;100
1041;2;1;CERNAIA;0;0;CERNAIA;CERNAIA;CERNAIA;;Via Cernaia;100
1042;2;1;FERMO (SAN);0;0;SAN FERMO;SAN FERMO;SAN FERMO;;Via San Fermo;100
1043;2;1;CASTELFIDARDO;0;0;CASTELFIDARDO;CASTELFIDARDO;CASTELFIDARDO;;Via Castelfidardo;100
1044;2;11;PORTA NUOVA (DI);0;0;DI PORTA NUOVA;DI PORTA NUOVA;DI PORTA NUOVA;;Corso di Porta Nuova;100
1045;2;1;BERTONI RENZO;0;0;RENZO BERTONI;RENZO BERTONI;RENZO BERTONI;;Via Renzo Bertoni;100
1046;2;1;SANDRI SANDRO;0;0;SANDRO SANDRI;SANDRO SANDRI;SANDRO SANDRI;;Via Sandro Sandri;100
1047;2;1;FATEBENESORELLE;0;0;FATEBENESORELLE;FATEBENESORELLE;FATEBENESORELLE;;Via Fatebenesorelle;100
1048;2;1;DE MARCHI MARCO;0;0;MARCO DE MARCHI;MARCO DE MARCHI;MARCO DE MARCHI;;Via Marco de Marchi;100
1049;2;1;PARINI GIUSEPPE;0;0;GIUSEPPE PARINI;GIUSEPPE PARINI;GIUSEPPE PARINI;;Via Giuseppe Parini;100
1050;2;1;APPIANI ANDREA;0;0;ANDREA APPIANI;ANDREA APPIANI;ANDREA APPIANI;;Via Andrea Appiani;100
1051;2;1;PORTA CARLO;0;0;CARLO PORTA;CARLO PORTA;CARLO PORTA;;Via Carlo Porta;100
1052;2;1;MANIN DANIELE;0;0;DANIELE MANIN;DANIELE MANIN;DANIELE MANIN;;Via Daniele Manin;100
1053;2;1;TURATI FILIPPO;0;0;FILIPPO TURATI;FILIPPO TURATI;FILIPPO TURATI;;Via Filippo Turati;100
1054;2;1;PRINCIPE AMEDEO;0;0;PRINCIPE AMEDEO;PRINCIPE AMEDEO;PRINCIPE AMEDEO;;Via Principe Amedeo;100
1055;2;3;REPUBBLICA (DELLA);0;0;DELLA REPUBBLICA;DELLA REPUBBLICA;DELLA REPUBBLICA;;Piazza della Repubblica;100
1056;2;2;MONTE SANTO;0;0;MONTE SANTO;MONTE SANTO;MONTE SANTO;;Viale Monte Santo;100
1057;2;1;MANGILI CESARE;0;0;CESARE MANGILI;CESARE MANGILI;CESARE MANGILI;;Via privata Cesare Mangili;95
1058;2;1;CAVALIERI BONAVENTURA;0;0;BONAVENTURA CAVALIERI;BONAVENTURA CAVALIERI;BONAVENTURA CAVALIERI;;Via Bonaventura Cavalieri;100
1059;2;1;MARCORA GIUSEPPE;0;0;GIUSEPPE MARCORA;GIUSEPPE MARCORA;GIUSEPPE MARCORA;;Via Giuseppe Marcora;100
1060;2;1;TARCHETTI IGINIO UGO;0;0;IGINIO UGO TARCHETTI;IGINIO UGO TARCHETTI;UGO IGINIO TARCHETTI;;Via Ugo Iginio Tarchetti;95
1061;2;7;PRINCIPESSA CLOTILDE;0;0;PRINCIPESSA CLOTILDE;PRINCIPESSA CLOTILDE;PRINCIPESSA CLOTILDE;;Piazzale Principessa Clotilde;100
1062;2;14;PORTA NUOVA (DI);0;0;DI PORTA NUOVA;DI PORTA NUOVA;DI PORTA NUOVA;;Bastioni di Porta Nuova;100
1063;2;2;CRISPI FRANCESCO;0;0;FRANCESCO CRISPI;FRANCESCO CRISPI;FRANCESCO CRISPI;;Viale Francesco Crispi;100
1064;2;3;VENTICINQUE APRILE;0;0;VENTICINQUE APRILE;VENTICINQUE APRILE;25 APRILE;;Piazza 25 Aprile;85
1065;2;3;ANGELO (SANT');0;0;SANT'ANGELO;SANT'ANGELO;SANT'ANGELO;;Piazza Sant'Angelo;100
1066;2;14;PORTA VOLTA (DI);0;0;DI PORTA VOLTA;DI PORTA VOLTA;DI PORTA VOLTA;;Bastioni di Porta Volta;100
1067;2;3;PAOLO VI;19960612;;PAOLO VI;PAOLO SESTO;PAOLO SESTO;;Piazza Paolo sesto;84
